order_id,order_date,customer_id,total_price
2147,3/4/2024,1845,1718.3
12830,3/2/2024,4394,2829.45
13285,11/12/2023,8973,1599.1
10035,6/18/2024,641,1370.35
1517,9/10/2024,9450,1352.7
12503,8/15/2024,6230,911.4
9701,12/15/2023,5953,4910.05
2714,1/11/2024,6334,2719.65
7410,9/15/2024,5408,977.8
5389,10/23/2024,1539,1906.95
9903,8/11/2024,3606,2833
3385,10/23/2024,8269,782.55
2280,5/2/2024,830,3579.3
1554,1/21/2024,1055,4746.75
4170,12/12/2023,254,3767.5
4304,10/22/2024,1823,595.1
2498,8/30/2024,667,2525.25
3914,10/28/2024,3676,1298.5
91,1/20/2024,2626,2617.25
13645,11/18/2023,5683,2339.7
16,5/2/2024,433,2509.4
9386,1/18/2024,781,4150.1
8849,6/4/2024,9410,2657.7
6762,11/2/2024,2503,1520.25
6663,11/10/2023,6966,2944.45
11582,3/5/2024,8920,2093.9
12032,6/4/2024,146,2347.85
9642,11/10/2023,4937,4463.2
5548,8/7/2024,7103,1162.9
11057,5/9/2024,8105,2670.2
8989,5/28/2024,1505,289.25
13787,2/24/2024,2856,1164.5
8501,4/16/2024,6595,1315.3
9146,12/22/2023,5754,735
12203,6/11/2024,5990,4230.8
11834,6/20/2024,2586,889.3
1074,3/19/2024,9512,1268.95
14302,9/9/2024,4118,2754.65
14974,9/29/2024,2157,2297.05
11600,4/30/2024,6163,628.3
14749,8/14/2024,2702,613.05
13676,11/19/2023,1729,2135.6
10176,4/6/2024,3545,2602.25
5026,12/21/2023,2650,2312.45
10674,9/15/2024,4259,351.25
9495,11/24/2023,9472,1056.35
2570,4/7/2024,2576,513.6
13772,3/30/2024,1068,1824.35
1149,8/31/2024,4099,3454.45
5608,4/30/2024,3568,4632.4
9052,9/8/2024,581,452.55
9364,7/18/2024,5993,4911.7
7321,9/21/2024,3965,4595.15
8901,6/5/2024,9525,4820.45
4499,11/8/2023,3132,3625
6895,5/4/2024,7944,4187.95
11235,3/6/2024,7845,3051.65
9933,4/26/2024,4187,921.35
9079,2/22/2024,8595,391.75
7517,8/5/2024,3562,2599.45
4111,10/5/2024,8672,1233.55
337,4/24/2024,8226,1835.35
13374,11/4/2024,923,4293.05
5898,2/27/2024,3700,835.15
9019,9/8/2024,3415,4899.15
7246,10/26/2024,1330,4949.4
2043,1/10/2024,5501,3082.7
9570,3/20/2024,1354,1281.9
6141,6/13/2024,4468,2592.55
3737,4/15/2024,4993,1502.05
1949,8/14/2024,933,4259.1
10184,12/5/2023,968,1701.3
1853,1/15/2024,4385,1928.85
3308,2/14/2024,9852,4392.6
9231,8/9/2024,6454,4138.2
78,1/22/2024,5288,764.75
6771,8/23/2024,1334,2984.65
7128,5/27/2024,5697,2786.7
4649,12/28/2023,2542,831.15
12743,8/7/2024,5239,3646.9
10453,8/10/2024,5601,828.5
8246,9/29/2024,1141,3562.4
12251,5/16/2024,9319,2726.1
4236,11/17/2023,5800,2708.05
3691,8/4/2024,6026,504.3
7075,11/13/2023,3787,4568
6444,8/20/2024,4969,503.6
13228,10/16/2024,3800,4395.05
3294,12/4/2023,9411,3109.35
6601,7/16/2024,8821,4527.6
11733,3/25/2024,561,254.6
10489,5/8/2024,4749,3194.85
14644,7/25/2024,89,4390.3
4002,1/6/2024,3352,1868.6
11844,5/7/2024,9086,2007.2
3178,12/26/2023,2824,2677.65
7120,9/22/2024,9579,336.85
9913,5/29/2024,296,4988.7
11923,6/27/2024,485,408.75
1448,4/28/2024,381,2576.1
13905,3/15/2024,2224,907.85
7666,6/16/2024,4592,492.15
8696,2/11/2024,9475,1578.45
4929,4/15/2024,5828,4334.3
14282,12/31/2023,8947,3315.35
7028,1/4/2024,1320,4032.45
2725,4/20/2024,6577,3752.2
7481,1/28/2024,5703,1177.4
5299,12/30/2023,4119,3484.8
3593,12/24/2023,485,264
14049,3/19/2024,2579,1717.65
13238,11/8/2023,2832,2913.65
14706,6/23/2024,5009,3994.25
8812,1/29/2024,2006,343.95
566,6/9/2024,9898,1545.75
6119,3/26/2024,8319,3418.25
740,3/29/2024,9046,2882.6
701,7/11/2024,6206,261.95
3070,11/12/2023,7049,934.9
9848,8/21/2024,2612,3519.25
4098,11/4/2024,8118,3284.2
12553,9/27/2024,4162,4650.3
11591,4/6/2024,7641,542.7
4568,10/12/2024,1388,3053.65
3338,1/3/2024,3375,3848.8
10766,7/31/2024,6964,3948
7888,11/16/2023,8232,1946.35
10557,11/3/2024,7586,916.7
6173,12/6/2023,8485,547.3
1959,6/11/2024,5035,2823.6
12509,4/30/2024,2723,230
10091,2/27/2024,5564,1763.7
8294,4/26/2024,4565,2408.4
9665,8/25/2024,4004,3174.7
1879,7/13/2024,3351,1167.05
5719,11/7/2023,1190,2561.15
2455,7/21/2024,6313,2592.65
10076,4/30/2024,7141,3784.65
4200,7/17/2024,3291,2797.85
917,3/23/2024,6366,4923.9
13737,11/28/2023,8137,4901.9
3346,3/7/2024,9824,2268.65
13279,8/12/2024,8758,2667.5
3873,3/11/2024,9193,4902.95
11755,7/23/2024,8939,307
3575,5/19/2024,5095,3837.65
1040,8/11/2024,6267,3826.55
2294,9/7/2024,9068,902.1
10224,4/18/2024,8102,1173.1
12341,7/31/2024,9209,4650.85
8766,4/5/2024,1806,2536.95
12436,6/5/2024,4919,3923.25
7856,12/11/2023,5136,4728.25
9093,5/27/2024,9566,561.15
13234,3/12/2024,8640,4440.5
9998,9/17/2024,3967,3071.7
10892,9/10/2024,5517,4749.5
1703,7/21/2024,7539,1905.65
9685,11/18/2023,5677,2400.7
4252,10/27/2024,2984,875.15
5768,5/1/2024,9322,3139.35
10016,7/16/2024,1762,4907.55
11348,6/22/2024,1205,3246.15
13076,6/9/2024,7992,2280.55
11826,7/9/2024,1940,1025.6
2571,9/16/2024,5063,945.1
11028,7/8/2024,4943,3115.65
8199,6/11/2024,3007,3225.05
1663,5/14/2024,7832,3668.65
554,9/19/2024,9437,4413.9
3202,8/25/2024,6000,1494.9
5228,7/12/2024,262,1119.95
8212,10/16/2024,5622,4687.2
11542,11/14/2023,4922,106.3
4598,1/30/2024,8610,2993.8
3923,4/14/2024,6720,1547
10086,10/18/2024,538,484.7
9292,2/11/2024,8179,2502.75
13260,12/3/2023,4688,3409.4
9984,4/4/2024,5235,4920.7
4798,10/1/2024,9304,4350.35
8856,1/23/2024,3031,579.6
6605,5/13/2024,1948,4099.55
5215,8/17/2024,3913,752.25
12574,9/14/2024,6107,3591.5
12453,2/13/2024,400,1509.7
4847,8/8/2024,6525,1767.3
11836,11/28/2023,3100,1228.75
9023,10/20/2024,4325,4273.65
4105,10/9/2024,1724,3792.15
1118,4/13/2024,230,4932.7
7340,2/4/2024,6833,3207.6
2702,9/8/2024,2175,641.4
1493,11/17/2023,8505,1796.45
7635,3/22/2024,5934,3869.1
224,3/24/2024,9238,3958.2
933,6/17/2024,8618,495.95
12067,3/9/2024,1565,151.4
582,10/8/2024,1294,163.2
10381,9/30/2024,5157,3902.8
10548,4/20/2024,8504,2143.25
2673,7/12/2024,7393,1624.1
7555,10/19/2024,387,1867.7
6688,1/10/2024,2809,4372.6
13099,10/21/2024,2642,1794.6
5127,6/12/2024,9253,2926.8
2081,10/7/2024,8700,2897.8
9316,6/6/2024,9404,650.9
13297,10/3/2024,4250,964.6
12379,3/30/2024,1443,4029.75
12065,3/15/2024,3898,1140.15
3342,1/26/2024,4365,4355.1
5643,2/26/2024,8529,1604.55
3411,3/21/2024,1166,3416.05
4882,9/21/2024,7197,1473.15
13106,3/17/2024,9063,2954.6
7904,9/30/2024,963,3733.1
2312,12/15/2023,8242,4820.6
14785,8/22/2024,9558,4505.85
14014,9/29/2024,1171,1733.85
2582,1/9/2024,7132,2849.75
8179,2/18/2024,4534,2612.3
14668,8/18/2024,9712,4301.3
14543,1/3/2024,6013,3886.65
13022,9/19/2024,5106,1438.4
5990,9/3/2024,2005,3157.9
2451,6/7/2024,5413,4992.7
7907,10/29/2024,6234,696.4
13295,7/15/2024,8922,2888.7
12501,12/10/2023,2664,841.4
1311,12/13/2023,2352,543.6
11744,9/19/2024,9259,2594.9
13156,2/20/2024,9516,132.9
8020,1/15/2024,4260,4237.5
3041,10/19/2024,2552,2456.85
1106,9/24/2024,3612,261.05
8700,4/4/2024,3746,3489.05
8755,1/10/2024,5838,1812.95
13682,10/22/2024,4504,320.35
14071,9/16/2024,7211,4132.15
12763,3/29/2024,7957,1140.4
5515,10/9/2024,2588,2393.2
12348,1/23/2024,4617,2811.25
4058,9/21/2024,4126,1842.3
2562,5/31/2024,6881,2776.2
3627,3/26/2024,4208,3899.85
1611,10/2/2024,4637,1623.45
5468,1/3/2024,418,1907.1
14737,1/30/2024,4137,3852.1
14033,1/8/2024,3769,3873.3
11407,3/23/2024,439,2855.2
9413,12/9/2023,1201,926.85
1948,3/5/2024,8013,2394.35
7873,7/5/2024,8598,1370
5168,6/14/2024,1715,389.1
11251,6/16/2024,6737,785.35
4352,12/7/2023,5522,261
3468,12/29/2023,9221,2043.9
2393,9/4/2024,2942,4179.1
8890,9/20/2024,136,3847.3
14453,7/9/2024,4195,838.95
12474,5/25/2024,978,3573.25
977,1/3/2024,7530,356.85
10486,8/18/2024,6334,1404.15
684,11/17/2023,7287,2599.1
8670,12/1/2023,590,1723.1
11800,8/24/2024,2616,4329.35
3921,7/31/2024,516,2600.3
13804,1/1/2024,8236,4490.65
12223,10/15/2024,460,619.55
12764,6/9/2024,613,3903.7
5048,4/15/2024,4023,1641.1
11628,4/4/2024,6592,2762.4
10893,11/13/2023,2889,2544.75
1778,5/3/2024,9184,357.3
12809,6/6/2024,4872,3153.7
5506,4/19/2024,8361,4352
4589,8/29/2024,2341,1325.65
1689,9/14/2024,5854,3325.65
785,6/10/2024,6349,257.6
10460,5/10/2024,6127,1195.5
12903,5/9/2024,3282,2109
545,12/22/2023,9537,4221
942,4/8/2024,4048,2025.4
490,9/23/2024,9709,4489.05
11513,9/20/2024,9554,660.25
4714,12/22/2023,3133,1655.85
14591,10/11/2024,7646,360.8
10401,3/19/2024,3003,1077.45
5789,4/15/2024,6283,4968.45
13355,2/13/2024,7359,1550.75
12510,8/1/2024,2069,3686.15
12638,9/6/2024,9057,2083.65
2516,9/16/2024,7705,3628.1
8692,10/19/2024,729,2068.5
9105,12/4/2023,7643,3661.7
8655,4/27/2024,2031,3331.7
4591,8/17/2024,8065,3694.2
12871,4/17/2024,6344,3263.8
6054,6/15/2024,8270,3506.45
11484,4/15/2024,5107,2873.8
11307,11/21/2023,8186,2399.25
7420,11/2/2024,5198,3947.85
4743,8/5/2024,4336,3016.05
14026,6/3/2024,2594,4993.1
1887,4/28/2024,8580,1817.45
11047,11/19/2023,4385,4392.7
12842,8/16/2024,9069,1108.8
3984,3/9/2024,7756,1397.15
12477,1/12/2024,7149,4061.45
11931,2/18/2024,8817,804.05
9600,3/19/2024,4572,115.2
14252,9/12/2024,478,1798.4
733,6/10/2024,1056,573.65
1122,3/18/2024,9279,605.2
11648,11/5/2023,1710,2082.15
1062,4/4/2024,2028,2578.65
7693,12/10/2023,652,439.35
10550,10/6/2024,8799,1518.4
2424,12/1/2023,8308,3257.15
6544,10/3/2024,8849,1380
5798,9/12/2024,8089,4238.6
13622,6/6/2024,2188,3804.5
3925,2/8/2024,6174,1250.6
994,11/24/2023,2776,450.55
5343,4/23/2024,1889,3106.9
3230,9/13/2024,638,1518.65
10362,2/17/2024,3605,3652.75
144,8/24/2024,5698,1403.4
12773,7/15/2024,6969,3057.55
7928,3/21/2024,1705,1265.45
5895,6/13/2024,9320,4002.4
5687,8/31/2024,810,3030.25
9520,3/1/2024,6230,3493.85
8864,4/21/2024,4027,4029.95
4631,9/2/2024,4558,3623.45
764,12/22/2023,7950,3465.85
10603,9/21/2024,5746,1170.05
3445,1/18/2024,3096,272.2
6720,4/5/2024,4900,4438.5
4824,3/26/2024,8039,325.15
1749,9/13/2024,7569,2021.55
8455,6/25/2024,6677,1507.2
4119,10/13/2024,1819,3388.65
4214,10/11/2024,7018,3506.55
6976,10/30/2024,6840,4815.15
1413,6/16/2024,9132,3431.8
10058,9/29/2024,428,2307.45
10773,1/6/2024,134,852.75
1088,5/20/2024,1481,4528.25
847,12/4/2023,8424,1230.35
11746,4/11/2024,801,1484
703,4/21/2024,2847,1832.35
6427,3/24/2024,8876,4654.2
5553,1/28/2024,3022,2020.65
9067,4/5/2024,3471,506
1978,7/3/2024,5672,2066.28
3833,3/16/2024,219,524.82
2994,9/16/2024,5642,1844.46
12154,10/13/2024,6250,1829.7
5153,8/26/2024,6646,4823.76
8391,5/17/2024,289,5093.94
3332,7/8/2024,6480,1210.92
525,4/22/2024,8626,5016.36
10795,11/12/2023,616,445.68
5546,12/21/2023,9988,5227.62
14757,4/17/2024,6728,1513.2
9337,5/28/2024,7092,3702.48
13340,4/13/2024,7600,5321.7
3870,1/15/2024,9077,325.02
10836,3/6/2024,6322,885.96
12163,4/17/2024,4453,3186.78
943,10/7/2024,4753,1648.8
6659,9/29/2024,8646,455.4
30,7/28/2024,7592,1255.2
10831,5/9/2024,3081,1875.42
4647,5/16/2024,7779,354
9624,10/3/2024,1339,1630.86
9384,7/9/2024,3002,5487.3
13769,9/20/2024,5751,4245.9
3418,10/29/2024,4968,2608.14
8494,6/13/2024,2787,4638.78
9776,7/29/2024,6253,3568.32
7192,7/29/2024,7020,121.14
3705,7/18/2024,2243,5499.42
1786,6/10/2024,2334,632.94
3785,7/27/2024,1579,462.9
12750,6/22/2024,55,1775.88
1323,10/19/2024,2815,4553.34
7522,10/1/2024,6189,3362.94
10889,5/6/2024,1362,170.22
12914,7/4/2024,6814,4741.86
8241,7/22/2024,2586,5595.96
5281,9/9/2024,6119,4404.06
8190,10/2/2024,1584,1944.54
8002,4/6/2024,6133,3502.08
11710,11/17/2023,9244,4391.58
539,1/6/2024,9089,3680.88
6244,4/4/2024,5197,260.4
774,5/5/2024,9334,2625.36
2301,7/23/2024,8528,2026.74
7524,9/24/2024,3609,5961.54
8345,2/21/2024,6073,126.9
14862,3/30/2024,1816,5614.32
7905,11/18/2023,1649,646.68
10149,1/31/2024,5090,3141.54
9402,7/10/2024,1995,729.48
13356,10/21/2024,1233,2078.4
8832,1/8/2024,8457,784.56
4908,7/9/2024,6244,2955.72
10698,2/12/2024,2847,2109.3
11395,9/15/2024,6265,3811.56
11355,3/7/2024,170,1661.4
14434,5/23/2024,301,4805.52
916,12/30/2023,6536,5575.44
10682,7/9/2024,8184,2763.3
8720,1/6/2024,1132,5974.56
685,8/23/2024,1162,2740.98
4025,6/22/2024,1415,3717.36
9943,11/20/2023,3764,3960.66
2931,11/26/2023,8511,4463.76
12303,5/23/2024,6975,3995.58
3376,8/28/2024,3719,5987.04
11685,9/9/2024,6367,1961.7
4768,8/13/2024,7227,675.9
1102,3/1/2024,1963,2776.14
2186,11/27/2023,2469,1885.68
2896,12/2/2023,6028,4444.62
12608,12/20/2023,5071,2139.36
390,2/15/2024,4445,4816.8
13134,8/15/2024,7252,863.04
5576,4/12/2024,9881,4828.68
2862,7/2/2024,7185,3419.4
14866,3/6/2024,5791,913.08
5096,5/30/2024,4297,1968.12
734,6/27/2024,9286,5311.2
24,7/4/2024,5474,1157.58
8903,10/5/2024,6553,4224.3
12732,1/24/2024,5397,4359.72
13167,3/24/2024,4756,968.58
9397,4/28/2024,461,4476
7724,12/14/2023,8084,1517.16
7527,3/14/2024,761,3825.06
7698,8/2/2024,2128,4568.88
1406,3/28/2024,4952,604.38
2599,10/11/2024,1535,1155.06
14249,1/3/2024,9217,4747.62
7799,1/18/2024,6002,1596.72
2065,9/21/2024,5252,5319.6
12522,5/16/2024,3084,4734.84
6712,11/3/2024,253,4421.46
9682,10/14/2024,5201,5689.62
5535,11/20/2023,9577,5732.58
13023,10/25/2024,6114,4799.1
5791,7/11/2024,3420,2748.54
3184,8/6/2024,2319,998.04
661,2/20/2024,2756,2666.46
4486,12/9/2023,6389,4690.26
4067,3/8/2024,2571,608.28
7699,6/14/2024,5224,1195.68
6887,12/27/2023,3148,3140.04
5510,9/8/2024,1976,4985.82
7146,1/11/2024,8530,1972.68
1031,2/22/2024,5170,1378.44
6128,2/11/2024,4597,2077.92
9078,7/5/2024,859,5943.96
688,11/16/2023,5262,4859.94
7923,2/9/2024,8012,4652.28
11153,4/12/2024,1382,5753.76
6107,8/13/2024,5011,4435.02
3711,7/15/2024,3548,3732.12
1007,7/29/2024,196,726.84
8127,10/18/2024,9990,5095.98
14575,4/19/2024,2452,3836.64
3248,5/13/2024,1808,2427.36
1589,2/15/2024,7244,5698.92
3781,6/24/2024,1933,3833.34
6037,2/16/2024,8494,1477.14
5733,4/24/2024,9112,5625.66
172,6/29/2024,6801,1673.7
13620,10/13/2024,1848,2072.82
11453,12/1/2023,4253,1583.64
6021,9/5/2024,777,1565.4
12735,7/2/2024,2902,5667.9
13659,9/14/2024,5805,4652.7
11020,8/13/2024,5608,2307.42
9278,10/6/2024,4053,5872.68
14613,10/27/2024,8474,5502.18
2997,8/29/2024,5005,3032.28
9266,8/4/2024,1136,3264.9
9907,11/22/2023,1210,2170.32
1164,8/11/2024,3791,4801.38
13259,1/15/2024,196,752.1
13151,9/30/2024,9154,2857.26
12791,4/6/2024,9134,1344.36
9839,12/19/2023,7180,3422.46
11666,9/10/2024,6139,891.66
721,9/13/2024,583,1100.58
2567,10/10/2024,7344,5920.98
6888,5/10/2024,2218,1264.32
33,8/20/2024,9655,3945.24
9210,11/8/2023,9137,1047
12441,6/11/2024,1038,3821.52
9043,11/17/2023,750,4528.56
5702,6/6/2024,1865,4317.12
8691,6/16/2024,6710,2071.92
4711,4/2/2024,7722,2283.12
7378,10/22/2024,8175,5425.62
10399,4/22/2024,5468,4459.26
9896,4/30/2024,5191,4640.46
305,4/8/2024,4093,4967.1
2096,10/6/2024,4036,1398.96
10007,1/31/2024,7269,713.82
10380,11/28/2023,7533,1867.86
6108,7/7/2024,949,3719.76
4344,6/30/2024,2045,3608.4
13486,9/20/2024,7683,2926.2
9169,8/15/2024,9943,4723.02
12765,10/10/2024,6221,4313.4
8704,10/25/2024,4692,2557.44
2505,2/18/2024,9901,1394.22
5062,3/15/2024,444,475.8
10128,4/29/2024,3481,5942.52
7356,6/30/2024,2244,5671.98
1699,10/16/2024,6737,490.14
12396,6/16/2024,4043,2258.58
13268,9/28/2024,5143,4632.42
5748,5/15/2024,8458,1008.36
3577,1/15/2024,6754,3626.1
3882,2/18/2024,63,5060.82
14693,2/6/2024,379,5249.34
11849,5/6/2024,887,2972.52
11594,3/3/2024,3075,4361.16
159,1/8/2024,2800,1596.3
7548,10/8/2024,1138,1289.52
7701,9/20/2024,2344,2185.38
12668,7/28/2024,5945,1396.32
12792,11/2/2024,6179,2623.26
11470,6/27/2024,9033,3668.4
5829,3/27/2024,2421,3016.14
8987,8/4/2024,5237,5205
6112,10/13/2024,1412,2819.76
12297,5/20/2024,326,5418.66
8820,2/3/2024,9128,972.36
13968,3/19/2024,9344,5686.02
11448,4/27/2024,2017,4594.14
12592,3/24/2024,2518,1691.22
3558,1/17/2024,1017,868.38
1069,11/26/2023,3472,4977.06
1326,11/25/2023,541,2130.54
9017,6/2/2024,6081,3318.84
9887,3/25/2024,2423,2359.68
607,11/2/2024,1962,1083.96
7892,4/19/2024,3715,4451.52
10997,12/2/2023,7596,1574.64
4489,3/14/2024,4864,3826.56
6864,6/21/2024,5422,2502.48
3865,12/12/2023,8855,1352.04
11277,10/30/2024,9286,2648.16
1463,6/25/2024,4278,528.78
14337,4/20/2024,1337,3247.02
4973,11/20/2023,7021,3662.34
691,8/11/2024,4382,5284.8
11358,9/25/2024,7374,1423.98
14409,5/27/2024,1452,285.48
10463,9/27/2024,2155,5491.2
1656,2/17/2024,8018,1319.46
11533,3/26/2024,1663,1079.88
14709,2/17/2024,8513,3214.98
4913,8/7/2024,6515,1099.74
14116,11/17/2023,9367,1242.78
14696,8/18/2024,7628,1359.18
7796,5/29/2024,2241,5828.76
4823,1/29/2024,9856,4912.92
5260,7/29/2024,9476,1475.88
141,10/6/2024,9362,3394.2
5855,4/4/2024,3312,4786.98
12635,9/20/2024,8219,4035.72
3616,9/2/2024,4537,2244.6
589,12/2/2023,3201,5453.58
4049,1/16/2024,5181,4900.5
7407,1/28/2024,6200,2696.7
2576,7/18/2024,8963,3203.22
13834,1/31/2024,4622,2119.14
13642,5/5/2024,2796,2935.56
7758,10/18/2024,2936,5864.46
14809,2/25/2024,6917,5234.52
3884,9/24/2024,7026,2262.42
11562,1/5/2024,7919,4337.04
2236,6/8/2024,1708,4719.3
8484,4/6/2024,1643,221.76
7083,1/6/2024,9191,243.42
5955,7/6/2024,3020,941.94
12745,8/9/2024,6938,1937.34
4375,12/25/2023,7412,1761.54
1124,6/21/2024,7034,2132.04
11340,10/21/2024,282,3094.44
7860,6/14/2024,5882,2002.02
8731,12/14/2023,9103,633.54
4981,2/12/2024,3538,1963.56
8311,2/3/2024,5031,2727.9
13318,5/25/2024,2470,5865.18
7046,9/19/2024,4233,5594.52
9462,1/15/2024,4914,1691.58
10150,12/4/2023,1190,3602.4
551,9/11/2024,8896,4517.22
11261,6/28/2024,3509,3872.46
6570,11/8/2023,2130,682.98
6643,9/6/2024,5969,3010.8
7133,9/7/2024,3718,4650.06
3487,12/20/2023,5363,3324.84
14358,1/27/2024,8409,5805.36
13639,3/22/2024,7883,3060.12
5777,5/25/2024,2678,1294.86
7389,7/16/2024,6118,4009.8
5817,8/22/2024,3796,5143.68
6301,7/30/2024,9617,3581.58
8430,6/24/2024,122,706.98
8166,10/26/2024,7943,3498.9
5794,12/26/2023,3265,5919.12
3227,10/3/2024,4810,1556.46
3205,4/14/2024,4223,2886.42
7921,12/9/2023,1736,3206.64
5838,8/7/2024,7063,5829.84
11785,8/2/2024,3475,3094.08
13024,8/1/2024,2193,3151.56
14836,3/5/2024,5398,5681.34
6392,10/2/2024,2203,4308.72
299,10/21/2024,3503,2361.18
1936,3/20/2024,4307,2315.16
11556,3/17/2024,8842,2366.46
7493,2/13/2024,7701,808.2
2461,4/11/2024,6650,3735.72
2880,2/13/2024,5696,429.9
13301,6/25/2024,6014,5618.34
5728,7/22/2024,8819,5793.6
2764,2/23/2024,9361,5110.8
12378,5/22/2024,998,839.46
8593,8/19/2024,8142,245.82
371,4/4/2024,4613,1786.5
11471,5/11/2024,5754,808.62
12837,4/10/2024,2715,4211.16
115,10/25/2024,7331,5435.82
8955,5/7/2024,7694,1140.3
4722,8/3/2024,9524,2497.86
3337,9/17/2024,5724,2612.22
1632,10/21/2024,8149,2410.44
1943,12/23/2023,1608,2706.42
13732,12/5/2023,358,5320.62
2353,5/30/2024,3320,1199.76
1744,12/9/2023,7738,4810.98
11082,8/23/2024,8995,986.58
6517,12/30/2023,2072,5026.2
9151,3/10/2024,9186,381.24
8234,6/30/2024,1140,1482.24
8363,10/3/2024,7496,2829.12
4804,7/17/2024,6898,5566.02
5086,5/23/2024,23,685.2
7553,11/26/2023,2214,2369.34
12711,7/17/2024,268,1247.82
5169,6/11/2024,8575,5382.84
3517,10/19/2024,1450,2813.82
2580,4/21/2024,4641,2140.44
3173,11/21/2023,9669,1880.1
5025,6/28/2024,1697,2732.82
10293,10/3/2024,7829,1475.88
2191,1/27/2024,5890,2563.74
2818,5/3/2024,345,5760.78
10323,12/10/2023,1390,5793.66
11380,12/10/2023,4740,5305.26
1799,8/28/2024,3404,5651.94
8129,4/12/2024,5285,3077.34
14705,9/30/2024,559,4857.66
13500,9/1/2024,878,4377.12
472,11/18/2023,7871,2539.92
4558,7/23/2024,7450,5790.06
13708,12/5/2023,5281,3303.36
1359,9/23/2024,1389,4356.18
11612,5/21/2024,2858,2428.68
10688,12/24/2023,4853,2703
5020,8/23/2024,9998,2755.02
1933,10/30/2024,5517,4292.34
14371,9/8/2024,1994,1657.44
1515,9/21/2024,7765,2818.26
1333,5/27/2024,8706,5976.84
10940,8/14/2024,4296,3929.04
5397,4/24/2024,1016,813.42
8622,5/11/2024,9318,5948.82
2108,9/18/2024,5659,2410.38
6203,7/29/2024,5151,5247.54
2834,12/7/2023,1961,3531.72
12520,8/3/2024,6177,3194.34
7263,6/4/2024,3618,3949.26
980,2/29/2024,6025,5412.42
2432,9/27/2024,1524,3251.16
12722,9/8/2024,245,2823.48
6282,6/1/2024,9066,3927.06
13902,9/4/2024,2910,3254.52
7194,9/25/2024,1497,1673.88
14428,4/14/2024,2371,2328.72
10568,10/3/2024,5582,4304.94
253,6/1/2024,1612,5705.94
4393,5/10/2024,5339,2612.64
5182,1/16/2024,2034,341.76
10570,1/15/2024,5013,1735.74
12734,10/12/2024,6522,5551.02
3948,5/7/2024,2667,3381.66
1252,9/6/2024,1086,4827.36
3855,9/7/2024,2117,5766.24
7582,4/23/2024,5862,902.82
1742,7/12/2024,4746,1783.98
84,10/11/2024,9779,1082.7
3700,10/9/2024,4683,1342.8
1083,11/1/2024,7238,4815.96
11365,8/7/2024,8675,1414.14
12594,11/6/2023,8456,4984.86
7428,11/27/2023,958,5010.78
7329,1/14/2024,1904,514.74
9798,3/18/2024,1573,3342.36
6681,5/26/2024,5309,3446.4
7727,4/3/2024,7521,3655.08
8306,6/13/2024,2933,5576.1
14110,9/26/2024,8160,1868.58
2624,4/29/2024,6395,5109.42
6478,12/18/2023,6676,4679.7
11140,10/28/2024,2841,3535.56
620,10/1/2024,2636,3949.02
7618,8/20/2024,6481,743.34
3535,4/21/2024,7698,5165.16
11019,10/3/2024,3945,5811.72
4278,2/2/2024,7878,3492.9
2400,5/31/2024,991,1241.1
6249,5/10/2024,1828,4517.46
13439,3/14/2024,4256,394.14
9927,9/22/2024,710,4671.42
998,6/11/2024,8726,4291.56
2501,6/30/2024,7089,2432.7
11176,8/30/2024,5540,4824.96
5332,7/31/2024,9603,219.24
9996,8/21/2024,3039,2374.56
6978,1/3/2024,5526,1143.42
12970,10/29/2024,6478,5146.38
14285,10/12/2024,2675,2249.64
6081,5/6/2024,9050,4811.34
7759,7/5/2024,5255,437.34
14639,3/25/2024,786,3614.04
5928,10/20/2024,500,1422.9
9503,12/5/2023,6511,5768.4
10067,5/25/2024,2572,5262.72
10895,6/15/2024,6962,1545.72
8596,9/3/2024,4349,1928.16
13420,7/24/2024,5,3513.42
11508,10/17/2024,7197,1733.52
8795,3/6/2024,3079,4274.58
4635,9/25/2024,297,4494.78
9938,2/26/2024,7085,5156.88
8597,2/22/2024,4251,5665.26
7756,7/2/2024,9217,5099.7
3790,10/16/2024,7797,2383.68
2542,3/6/2024,8180,3692.76
7990,1/25/2024,803,3535.92
14629,5/2/2024,8145,4579.08
280,9/20/2024,4790,2630.88
11529,5/10/2024,8033,4699.98
11053,7/23/2024,8446,4881.54
14392,3/26/2024,6074,1303.5
2488,2/16/2024,8522,4808.4
6133,5/13/2024,841,1488.18
12902,10/5/2024,8793,5610.3
260,7/15/2024,1429,2849.22
12110,4/19/2024,8044,1417.68
2396,4/25/2024,2839,4306.14
6965,2/18/2024,8675,5008.98
8128,12/2/2023,4003,4961.46
9540,3/30/2024,4355,4972.02
4333,11/6/2023,1096,2947.8
11999,7/3/2024,7473,2980.74
11636,11/10/2023,5191,2602.98
7734,1/31/2024,3706,5775.72
8509,4/15/2024,4311,4522.5
9639,12/20/2023,6446,2648.76
5188,3/4/2024,4188,5357.64
7125,2/8/2024,1887,4246.2
1182,1/14/2024,3813,5307.36
7844,9/23/2024,9015,3993.12
8350,1/20/2024,1326,1509.3
1783,9/21/2024,399,2662.2
2884,2/9/2024,7144,257.88
9969,3/9/2024,5943,3436.92
1680,2/24/2024,7747,4003.56
8303,12/2/2023,4070,1080.72
7770,9/28/2024,1984,5812.8
13180,3/19/2024,4864,4403.22
2964,10/13/2024,8104,3553.14
